product_id,product_name,attr,scores,review_title,reviews
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Boxer Brief - 3 Pack,5.0 out of 5 stars,"
Great Value
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Fruit of the Loom 3 Pack of underwear at a great price and fast shipping too!
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Tank - 3 Pack,5.0 out of 5 stars,"
Well-fitting and long enough to keep tucked in
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I've always struggled with big and tall undershirts from manufacturers who seem to add girth at the expense of length.  Most are simply too short to stay tucked in properly.  These, though, are properly sized AND of sufficent length.  Great shirt and I will purchase more.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Crew - 3 Pack,5.0 out of 5 stars,"
Big Mans Crew
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I bought these shirts for my brother.He loved them a said they fit perfect.he liked the length of the shirt.Most shirts he buys the length is way too short and they do not stay tucked in.He uses them as undershirts.The feel are nice and thick which he likes compared to the other shirts he has worn which are way to thin.So overall my brother gave them a 2 thumbs up for fit,feel,quality and size.He would recommend these shirts to anyone who is a big man like him.He stands 6 ft even.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Tank - 3 Pack,5.0 out of 5 stars,"
Bought a size bigger thinking they will shrink really bad like regular ones but they didn't
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Bought a size bigger thinking they will shrink really bad like regular ones but they didn't. Minimal shrink. Very pleased. Good quality, no irregularities. Good price. Shipped &amp; arrived super fast. Thank you!
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Worth it
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Having the added length to avoid buttcrack is so nice.  This should be the standard length for shirts.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - White Brief - 3 Pack,1.0 out of 5 stars,"
DISAPPOINTED !
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  OVER SIZED ! Material is see through elastic is no good  , they all ripped 2cweeks after use !
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Fit perfectly
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I purchased these for my long-torsoed husband who always has a problem with his undershirts being too short and coming untucked. If we buy a standard undershirt (not the “long”), we have to buy up a size or two and then the shirts are far too wide and bunch up under his dress shirts. These are longer than the Hanes long shirts, and stay softer longer.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: XX-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Great Tee - will buy again when needed!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  The t-shirt was a great fit, and very comfortable, and soft after washing.  I wear this type of t-shirt under a dress shirt.  I order a tall version so it will be extra long and will stay tucked in as I move about during the day.  This is especially helpful as I am a little over weight and have a spare tire which can cause a normal length tee to pull out, especially as they get older and tend to shrink up a little
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: XX-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Best Tall Undershirt
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Best undershirt ever, especially for a tall guy. I needed my usual 2x size with the added length, and this shirt is perfect.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: XX-LargeColor: Tall Man - Crew - 3 Pack,3.0 out of 5 stars,"
Fits well but collars stink
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I like the tall ones because they tuck in nicely but I hate the collara on these shirts. Too open and loose and its very thin. I always wear dress shirts over them so you cant see it but it just makes them feel cheap. I wouldn't wear them with a shirt that isn't buttoned all the way up with a tie. Definitely not meant for open collared shirts.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Crew - 3 Pack,5.0 out of 5 stars,"
Fits on my leather chairs
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I bought these tee shirts to but on the back of my leather chairs.  When its hot my back sticks to the leather, the tee shirt helps with that.  Very happy with this product
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Tank - 3 Pack,5.0 out of 5 stars,"
Very nice t-shirts, they fit perfect and washed very nice.
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I bought these for my son as a undershirt, they fit perfect, they do stretch but perfect, would highly recommend if you need big and tall.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Boxer Brief - 3 Pack,5.0 out of 5 stars,"
Comfortable
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  My son ordered these for himself. I didn’t think he’d like them but I was wrong, he LOVES them. He said they’re soft, comfortable and he wants to order more.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - V Neck - 3 Pack,3.0 out of 5 stars,"
On the large side.
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Seem good but too large, may get smaller in wash? And a Tumble dry? But he wants that length!  Not the drop shoulders and the deep v neck
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Tank - 3 Pack,3.0 out of 5 stars,"
Wow. These are sooooo long
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Had to laugh when I put this on. The shirts went down to my knees. Unbearable.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 5X-LargeColor: Big Man - Tank - 3 Pack,5.0 out of 5 stars,"
Awesome
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Im pleased with my purchase. Great price too.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 4X-LargeColor: Big Man - Boxer Brief - 3 Pack,1.0 out of 5 stars,"
Cheap
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Probably made in China.  Won't buy fruit of the loom again.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
Perfect For Tall Guys
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  These are great for my tall husband! He is pretty slender, so being able to get the tall without the “big” is a huge plus. These are much more affordable than most of the department store white tees and clean up well in the wash. The lack of tag is something he really likes and the material is quite soft. Ordered 3 sets he liked them so much!
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Tank - 3 Pack,5.0 out of 5 stars,"
Hubby's favorite
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Good product...hubby tall and these fit great. Wash and dry well.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: X-LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
! Please enter a headline
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  why do they make me write a review, why cant i just click the box that they fit ?
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Big ManSize: 3X-LargeColor: Big Man - Knit Boxer - 3 Pack,5.0 out of 5 stars,"
Comfortable boxers
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Arrived quickly<br/>Fit just a bit bigger then expected<br/>Nice material<br/>Would buy again
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: LargeColor: Tall Man - Crew - 3 Pack,5.0 out of 5 stars,"
Great for anyone in need of TALL shirts/undershirts
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  I have three packs of these shirts now and I wear them every day. I'm 6'3 and regular undershirts weren't long enough to stay tucked in comfortably all day. They fit exactly as expected which is exactly what I wanted. The necks so far have not stretched at all even through at least 8-10 washes, which is also a giant plus. At the price point these are at, there's not reason to look any further.
</span>
</span>"
B000EBZ0RI,Fruit of the Loom Men's Big and Tall Tag-Free Underwear & Undershirts,Fit Type: Tall ManSize: LargeColor: Tall Man - V Neck - 3 Pack,5.0 out of 5 stars,"
Feel Great!
","<span class=""a-size-base review-text review-text-content"" data-hook=""review-body"">
<span>
  Looks great with dress shirts as the v-neck is not visable.
</span>
</span>"
